#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-06-22"
#curie_map:
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  MESH: "http://id.nlm.nih.gov/mesh/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
CHEBI:143828	EC 1.14.14.154 (sterol 14alpha-demethylase) inhibitor	owl:equivalentClass	MESH:D058888	14-alpha Demethylase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	cyp51 inhibitor	unique	.
CHEBI:143828	EC 1.14.14.154 (sterol 14alpha-demethylase) inhibitor	owl:equivalentClass	MESH:D058888	14-alpha Demethylase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	cyp51 inhibitor	unique	.
CHEBI:143828	EC 1.14.14.154 (sterol 14alpha-demethylase) inhibitor	owl:equivalentClass	MESH:D058888	14-alpha Demethylase Inhibitors	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	cyp51 inhibitors	unique	.
CHEBI:145047	antispermatogenic agent	owl:equivalentClass	MESH:D000988	Antispermatogenic Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	antispermatogenic ag	unique	.
CHEBI:145047	antispermatogenic agent	owl:equivalentClass	MESH:D000988	Antispermatogenic Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antispermatogenic ag	unique	.
CHEBI:145047	antispermatogenic agent	owl:equivalentClass	MESH:D000988	Antispermatogenic Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antispermatogenic agents	unique	.
CHEBI:149552	emetic	owl:equivalentClass	MESH:D004639	Emetics	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	emet	unique	.
CHEBI:149552	emetic	owl:equivalentClass	MESH:D004639	Emetics	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	emet	unique	.
CHEBI:149552	emetic	owl:equivalentClass	MESH:D004639	Emetics	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	emetics	unique	.
CHEBI:22153	acaricide	owl:equivalentClass	MESH:D056810	Acaricides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	acaricid	unique	.
CHEBI:22153	acaricide	owl:equivalentClass	MESH:D056810	Acaricides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	acaricid	unique	.
CHEBI:22153	acaricide	owl:equivalentClass	MESH:D056810	Acaricides	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	acaricides	unique	.
CHEBI:22153	acaricide	owl:equivalentClass	MESH:D056810	Acaricides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	miticid	unique	.
CHEBI:22153	acaricide	owl:equivalentClass	MESH:D056810	Acaricides	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	miticide	unique	.
CHEBI:22333	alkylating agent	owl:equivalentClass	MESH:D000477	Alkylating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	alkylating ag	unique	.
CHEBI:22586	antioxidant	owl:equivalentClass	MESH:D000975	Antioxidants	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	antioxid	unique	.
CHEBI:22586	antioxidant	owl:equivalentClass	MESH:D000975	Antioxidants	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antioxid	unique	.
CHEBI:22586	antioxidant	owl:equivalentClass	MESH:D000975	Antioxidants	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antioxidants	unique	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	antiviral ag	many_to_one	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	antivir	many_to_one	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	antivir	many_to_one	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antiviral ag	many_to_one	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	antiviral agents	many_to_one	.
CHEBI:22587	antiviral agent	owl:equivalentClass	MESH:D000998	Antiviral Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	antivirals	many_to_one	.
CHEBI:22986	calcium ionophore	owl:equivalentClass	MESH:D061207	Calcium Ionophores	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	calcium ionophor	unique	.
CHEBI:22986	calcium ionophore	owl:equivalentClass	MESH:D061207	Calcium Ionophores	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	calcium ionophor	unique	.
CHEBI:22986	calcium ionophore	owl:equivalentClass	MESH:D061207	Calcium Ionophores	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	calcium ionophores	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carbonate dehydratase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carbonate dehydratase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carbonate dehydratase inhibitors	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	carbonic anhydrase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	carbonic anhydrase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	carbonic anhydrase inhibitors	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carboxyanhydrase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carboxyanhydrase inhibitor	unique	.
CHEBI:23018	EC 4.2.1.1 (carbonic anhydrase) inhibitor	owl:equivalentClass	MESH:D002257	Carbonic Anhydrase Inhibitors	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	carboxyanhydrase inhibitors	unique	.
CHEBI:23092	chemosterilant	owl:equivalentClass	MESH:D002629	Chemosterilants	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	chemosteril	unique	.
CHEBI:23092	chemosterilant	owl:equivalentClass	MESH:D002629	Chemosterilants	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	chemosteril	unique	.
CHEBI:23092	chemosterilant	owl:equivalentClass	MESH:D002629	Chemosterilants	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	chemosterilants	unique	.
CHEBI:23924	enzyme inhibitor	owl:equivalentClass	MESH:D004791	Enzyme Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	oio:hasExactSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	enzyme inhibitor	unique	.
CHEBI:23924	enzyme inhibitor	owl:equivalentClass	MESH:D004791	Enzyme Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	enzyme inhibitor	unique	.
CHEBI:23924	enzyme inhibitor	owl:equivalentClass	MESH:D004791	Enzyme Inhibitors	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	enzyme inhibitor	unique	.
CHEBI:23924	enzyme inhibitor	owl:equivalentClass	MESH:D004791	Enzyme Inhibitors	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	enzyme inhibitors	unique	.
CHEBI:24527	herbicide	owl:equivalentClass	MESH:D006540	Herbicides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	herbicid	unique	.
CHEBI:24527	herbicide	owl:equivalentClass	MESH:D006540	Herbicides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	herbicid	unique	.
CHEBI:24527	herbicide	owl:equivalentClass	MESH:D006540	Herbicides	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	herbicides	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	hormon	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	rdfs:label	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	hormon	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	rdfs:label	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	hormone	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	hormon	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	hormon	unique	.
CHEBI:24621	hormone	owl:equivalentClass	MESH:D006728	Hormones	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	hormones	unique	.
CHEBI:24851	insect growth regulator	owl:equivalentClass	MESH:D007605	Juvenile Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	rdfs:label	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	insect growth regul	unique	.
CHEBI:24851	insect growth regulator	owl:equivalentClass	MESH:D007605	Juvenile Hormones	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	insect growth regul	unique	.
CHEBI:24851	insect growth regulator	owl:equivalentClass	MESH:D007605	Juvenile Hormones	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	insect growth regulators	unique	.
CHEBI:24852	insecticide	owl:equivalentClass	MESH:D007306	Insecticides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	insecticid	unique	.
CHEBI:24852	insecticide	owl:equivalentClass	MESH:D007306	Insecticides	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	insecticid	unique	.
CHEBI:24852	insecticide	owl:equivalentClass	MESH:D007306	Insecticides	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	insecticides	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	rdfs:label	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	intercal	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	intercal	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	intercalating ag	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	intercalating ag	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	intercalating agents	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	intercalating ligand	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	intercalating ligands	unique	.
CHEBI:24853	intercalator	owl:equivalentClass	MESH:D007364	Intercalating Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	intercalators	unique	.
CHEBI:24869	ionophore	owl:equivalentClass	MESH:D007476	Ionophores	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	oio:hasExactSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	ionophor	unique	.
CHEBI:24869	ionophore	owl:equivalentClass	MESH:D007476	Ionophores	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	ionophor	unique	.
CHEBI:24869	ionophore	owl:equivalentClass	MESH:D007476	Ionophores	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	ionophor	unique	.
CHEBI:24869	ionophore	owl:equivalentClass	MESH:D007476	Ionophores	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	ionophores	unique	.
CHEBI:25435	mutagen	owl:equivalentClass	MESH:D009153	Mutagens	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	mutagen	many_to_one	.
CHEBI:25435	mutagen	owl:equivalentClass	MESH:D009153	Mutagens	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	mutagen	many_to_one	.
CHEBI:25435	mutagen	owl:equivalentClass	MESH:D009153	Mutagens	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	mutagen	many_to_one	.
CHEBI:25435	mutagen	owl:equivalentClass	MESH:D009153	Mutagens	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	mutagen	many_to_one	.
CHEBI:25435	mutagen	owl:equivalentClass	MESH:D009153	Mutagens	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	mutagens	many_to_one	.
CHEBI:25491	nematicide	owl:equivalentClass	MESH:D000969	Antinematodal Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	nematocid	many_to_one	.
CHEBI:25491	nematicide	owl:equivalentClass	MESH:D000969	Antinematodal Agents	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.8888888888888888	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	nematocid	many_to_one	.
CHEBI:25491	nematicide	owl:equivalentClass	MESH:D000969	Antinematodal Agents	Lexical	CHEBI	MESH	rdf_matcher	0.9187896968583876	oio:hasRelatedSynonym	oio:hasRelatedSynonym	chebi_ontology	Chemical Actions and Uses	nematocides	many_to_one	.
CHEBI:25943	pesticide synergist	owl:equivalentClass	MESH:D010574	Pesticide Synergists	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9696969696969697	rdfs:label	rdfs:label	chebi_ontology	Chemical Actions and Uses	pesticide synergist	unique	.
CHEBI:25943	pesticide synergist	owl:equivalentClass	MESH:D010574	Pesticide Synergists	Lexical|Stemming	CHEBI	MESH	rdf_matcher	0.9411764705882353	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	pesticide synergist	unique	.
CHEBI:25943	pesticide synergist	owl:equivalentClass	MESH:D010574	Pesticide Synergists	Lexical	CHEBI	MESH	rdf_matcher	0.9576762876752065	oio:hasRelatedSynonym	rdfs:label	chebi_ontology	Chemical Actions and Uses	pesticide synergists	unique	.
